,Alkollü içecekler ve tütün,Ev eşyası,Eğitim,Eğlence ve kültür,Giyim ve ayakkabı,Gıda ve alkolsüz içecekler,Haberleşme,Konut,Lokanta ve oteller,Sağlık,Ulaştırma,Çeşitli mal ve hizmetler
2025-04-14,111.15844789133696,112.81051921394216,117.90016756869034,107.39609969877166,113.8970634597433,112.59565385280885,95.63290519579424,118.08770403737452,110.57457887845953,122.37646596655779,107.62968329380791,114.92687631978892
2025-04-15,111.15844789133696,113.064595918776,117.90016756869034,107.67053823952502,114.61601074317052,113.24628210402211,95.5872284865926,118.25719386902941,110.5846707042594,122.37646596655779,107.64435663012539,115.27954376599892
2025-04-16,111.15844789133696,112.56131706985252,117.90016756869034,106.89812346490372,113.14363743121355,113.3996124599294,95.55687375389819,118.28258201158042,110.66936628457199,122.37646596655779,107.65178258089693,114.88129167322313
2025-04-17,111.15844789133696,111.77455001360447,117.90016756869034,106.42673828318918,112.19402888017063,113.66419337440989,95.53582796655051,118.36779427162782,110.89258649804133,122.37646596655779,108.03259943029393,114.99742987407627
2025-04-18,111.15844789133696,111.6563026969209,117.90016756869034,106.12793273042377,111.66237413633506,113.37408770614168,95.50294577241591,118.43906238241047,111.63710057613457,122.37646596655779,108.047207867051,114.84170709473628
2025-04-19,111.15844789133696,111.59253655333964,117.90016756869034,106.924928562293,111.47643701050576,112.70408661045359,95.45609866382429,118.50766044544405,110.76081200501038,122.37646596655779,108.04682739823762,114.63193241011534
2025-04-20,111.15844789133696,111.59908339368721,117.90016756869034,107.26898962233689,111.36428589576924,112.40242868131297,95.4271111949315,118.4816644297839,110.75350535715116,122.37646596655779,108.05069127042238,114.45583788956684
2025-04-21,111.15844789133696,111.64193193332198,117.90016756869034,107.60676161898829,111.36823360371476,112.58663851167996,95.40789134959273,118.5411940348563,110.71065865774061,122.37646596655779,108.05600762639425,114.11711267320922
2025-04-22,111.15844789133696,112.21755475600939,117.90016756869034,107.93478322661474,112.93035534140891,112.83185740745888,95.4112055206397,118.78401738671553,110.89013609364125,122.37646596655779,108.06250619130132,114.9369098355301
2025-04-23,111.15844789133696,112.05929118970644,117.90016756869034,107.77136496330573,112.55068337812476,112.62568380042556,95.33994767844153,118.84764282826248,111.16502427884527,122.37646596655779,108.23199098527517,114.66449960430779
2025-04-24,111.15844789133696,112.0293440767388,117.90016756869034,107.71030972972652,112.29273564214594,112.6292379746162,95.31994580807746,118.84532845299816,111.98992380428028,122.37646596655779,108.22671943139794,114.67166463749817
2025-04-25,111.15844789133696,112.15927654175533,117.90016756869034,107.75014010213827,112.30556214840519,113.12175444268459,95.29808122972764,118.98226687092482,112.24345087600001,122.37646596655779,108.23829228409323,114.59957522761532
2025-04-26,111.15844789133696,112.16870299347654,117.90016756869034,107.7018235745671,112.39182084727446,113.10955990360966,95.31415199742268,119.10926117658052,112.16839446423047,122.37646596655779,108.24541645434151,114.72246689952956
2025-04-27,111.15844789133696,112.19647603839299,117.90016756869034,107.71152618321625,112.44229456310377,112.95547410427581,95.32888303876292,119.12491880628482,112.54019223620321,122.37646596655779,108.23853689412789,114.74946343613581
2025-04-28,111.15844789133696,112.35259666610483,117.90016756869034,107.81277499947178,112.58830838723823,112.86336422114037,95.35569950035948,119.2843558540193,112.64959692135253,122.37646596655779,108.24370810612517,114.8782055836228
2025-04-29,111.15844789133696,112.4830866491476,117.90016756869034,108.02816266337314,112.6288501739442,112.70667228478955,95.32649079749825,119.43191211354181,112.6019362699654,122.37646596655779,108.24973905354723,115.13531429448544
2025-04-30,111.15844789133696,112.61824491333707,117.90016756869034,107.99053013357802,112.74873766876875,112.678894521314,95.30174771201077,119.58685681530824,113.53325355796972,122.37646596655779,108.25260797201902,115.09293252854306
2025-05-01,111.15844789133696,112.57432418062427,117.90016756869034,108.08385255148103,112.93982380927528,112.18581211867311,95.40394581394057,119.68598425261625,114.3428901657607,122.37646596655779,108.06576405867544,115.10785669285742
2025-05-02,111.15844789133696,112.7995384454905,117.90016756869034,108.17002102114324,113.04786976823189,112.18853367586252,95.33281062134212,119.74396263892733,114.4910869302792,122.37646596655779,108.08110389570426,115.19024745352453
2025-05-03,111.15844789133696,113.0357066906589,117.90016756869034,108.29354123681838,112.93533912324918,112.32065728867653,95.38223754071461,120.42582812160917,114.0168517760638,122.37646596655779,109.22998378390338,115.13098854722843
2025-05-04,111.15844789133696,113.20381027722523,117.90016756869034,108.29652478985213,112.86892604959361,112.45300290027077,95.3684216466608,120.51028246353822,114.10167393466654,122.37646596655779,110.51221875556824,115.26839045642886
2025-05-05,111.15844789133696,113.43450492667345,117.90016756869034,108.43980539960087,112.97835224399448,112.53206821124014,95.3705316986349,120.57869417004349,114.150632338828,122.37646596655779,110.53958281260323,115.3057187362952
2025-05-06,111.15844789133696,113.59276582107292,117.90016756869034,108.64708615054738,113.13309617440903,112.7797404906863,95.35542599675657,120.85025485522821,114.29779955028744,122.37646596655779,110.54111902030562,115.6671488450154
2025-05-07,111.15844789133696,113.30622151540764,117.90016756869034,108.47919724483455,112.21273688812171,112.49154917233156,95.30912159782704,121.06230439510634,114.93492431693187,122.37646596655779,109.90775328586176,115.54932174751302
2025-05-08,111.15844789133696,114.03416971738861,117.90016756869034,108.3414523529837,111.63063493789207,112.62998265553219,95.28793948240835,121.2082283717017,115.18780002281812,122.37646596655779,109.9848282964772,115.47367835588108
2025-05-09,111.15844789133696,114.03317160093309,117.90016756869034,108.30047823134801,111.7912143616461,112.15362711829631,95.26831557431493,121.29184363059757,115.14405380784302,122.37646596655779,110.01099347783605,115.2967204841497
2025-05-10,111.15844789133696,113.99018899543367,117.90016756869034,108.25600700741147,111.94032732025313,111.86405336070234,95.25206664249592,121.3718895574178,114.49909545464547,122.37646596655779,110.00061535853038,115.31266304160934
2025-05-11,111.15844789133696,114.0620478337539,117.90016756869034,108.3764938807029,111.99238532779144,111.65539352238606,95.25414279184935,121.43046080497405,114.53113058030033,122.37646596655779,110.00041126201282,115.42927601749611
2025-05-12,111.15844789133696,114.21534359288103,117.90016756869034,108.52827389869205,112.16615168811401,111.83742643311508,95.29258067926597,121.51905067891511,115.22058501825036,122.37646596655779,110.00231420812705,115.63173022261586
2025-05-13,111.15844789133696,114.21619519364705,117.90016756869034,108.46266145152521,112.37714904191692,111.8947512040745,95.29258067926597,121.5648436315696,115.80714810399833,122.37646596655779,110.0022154086843,115.59380240271855
2025-05-14,111.15844789133696,114.34545924860647,117.90016756869034,108.46521972740851,112.226427847546,112.28649470593963,95.24327709675345,121.6160369661339,116.0637821463119,122.37646596655779,110.31598148982015,115.70212022772333
2025-05-15,111.15844789133696,114.05583994664782,117.90016756869034,108.39604941239746,112.33560980180425,112.43135432656086,95.32592917337115,121.71291362533877,116.59020655330193,122.37646596655779,111.08242006433832,116.65634937367311
2025-05-16,111.15844789133696,114.06613053849827,117.90016756869034,108.4818633970971,112.74138230132584,112.22581513621145,95.34817172983409,121.77006060354657,117.3437956500662,122.37646596655779,111.08394629261758,116.6741581977138
2025-05-17,111.15844789133696,114.00837705268125,117.90016756869034,108.31253154538916,112.57792925986229,112.12109559446476,95.28343805275003,121.83286034281268,116.88921031400726,122.37646596655779,111.04420906376757,116.53971754514417
2025-05-18,111.15844789133696,114.01053753711439,117.90016756869034,108.32256251989168,112.55016291744283,112.00793569568448,95.30194259215607,121.98902564545594,116.38247115618572,122.37646596655779,111.03640767958377,116.56801632201773
2025-05-19,111.15844789133696,114.13543926282021,117.90016756869034,108.39473305505317,112.9995783512107,111.9348568356003,95.3483622430856,122.07053399869802,116.26778669177939,122.37646596655779,110.9944772230528,116.77476833028675
2025-05-20,111.15844789133696,114.07451147001005,117.90016756869034,108.4114301619761,113.06757861611554,112.57653721192654,95.33799255552351,122.0888830943234,116.42054204816695,122.37646596655779,111.50035558717899,116.70319806251953
